requirementId,conformanceClass,resourceClass,property,obligation,minCount,maxCount,range,controlledVocabulary,severity,messages,remediation,sourceStandard,sourceClause,localRationale,shapeId,shapeFile,constraintKey,positiveFixtureId,negativeFixtureId
MOLIT-DS-001-P-PUBLISHER-001,"[""core"",""dataspace-offering"",""geo"",""network"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://purl.org/dc/terms/publisher,MUST,1,1,"[""http://www.w3.org/ns/shacl#IRI"",""http://xmlns.com/foaf/0.1/Agent""]",[],Violation,"[{""language"":""ko"",""text"":""데이터셋 발행기관을 foaf:Agent IRI 하나로 지정해야 한다.""}]","Set http://purl.org/dc/terms/publisher to between 1 and 1 value(s) on each target resource. Encode every http://purl.org/dc/terms/publisher value with the required class, datatype, or node kind: http://www.w3.org/ns/shacl#IRI, http://xmlns.com/foaf/0.1/Agent.",DCAT-AP 3.0.1,Dataset.publisher,"DCAT-AP의 Dataset publisher 최대 1개 조건을 유지하고, 공개 데이터셋의 책임 주체를 추적하기 위해 최소 1개의 foaf:Agent IRI를 요구한다.",https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DatasetShape,shacl/molit-core.ttl,shacl/molit-core.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DatasetShape:0006,POS-CORE-CORE-CATALOG,NEG-MUT-DS-001-P-PUBLISHER-001
MOLIT-DS-001-P-THEME-001,"[""core"",""dataspace-offering"",""geo"",""network"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://www.w3.org/ns/dcat#theme,MUST,1,,[],"[""http://publications.europa.eu/resource/authority/data-theme/REGI"",""http://publications.europa.eu/resource/authority/data-theme/TRAN"",""https://data.molit.go.kr/id/concept/domain/aviation"",""https://data.molit.go.kr/id/concept/domain/building"",""https://data.molit.go.kr/id/concept/domain/construction"",""https://data.molit.go.kr/id/concept/domain/housing"",""https://data.molit.go.kr/id/concept/domain/land"",""https://data.molit.go.kr/id/concept/domain/logistics"",""https://data.molit.go.kr/id/concept/domain/mobility"",""https://data.molit.go.kr/id/concept/domain/railway"",""https://data.molit.go.kr/id/concept/domain/real-estate"",""https://data.molit.go.kr/id/concept/domain/road"",""https://data.molit.go.kr/id/concept/domain/spatial-information"",""https://data.molit.go.kr/id/concept/domain/transport"",""https://data.molit.go.kr/id/concept/domain/transport-safety"",""https://data.molit.go.kr/id/concept/domain/urban""]",Violation,"[{""language"":""ko"",""text"":""dcat:theme은 승인된 국토교통 주제 또는 교환용 DCAT-AP 주제 IRI여야 한다.""}]","Add http://www.w3.org/ns/dcat#theme until each target resource has at least 1 value(s). Use only these allowed value(s) for http://www.w3.org/ns/dcat#theme: http://publications.europa.eu/resource/authority/data-theme/REGI, http://publications.europa.eu/resource/authority/data-theme/TRAN, https://data.molit.go.kr/id/concept/domain/aviation, https://data.molit.go.kr/id/concept/domain/building, https://data.molit.go.kr/id/concept/domain/construction, https://data.molit.go.kr/id/concept/domain/housing, https://data.molit.go.kr/id/concept/domain/land, https://data.molit.go.kr/id/concept/domain/logistics, https://data.molit.go.kr/id/concept/domain/mobility, https://data.molit.go.kr/id/concept/domain/railway, https://data.molit.go.kr/id/concept/domain/real-estate, https://data.molit.go.kr/id/concept/domain/road, https://data.molit.go.kr/id/concept/domain/spatial-information, https://data.molit.go.kr/id/concept/domain/transport, https://data.molit.go.kr/id/concept/domain/transport-safety, https://data.molit.go.kr/id/concept/domain/urban.",DCAT-AP 3.0.1 and MOLIT domain vocabulary,Dataset.theme allowed union,입력 단계에서는 국토교통 세부 주제 IRI와 DCAT-AP 교환용 TRAN·REGI를 함께 허용한다. 국내 검색 분류의 존재 여부는 별도 THEME-002 조건으로 검사한다.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DatasetShape,shacl/molit-core.ttl,shacl/molit-core.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DatasetShape:0007,POS-CORE-CORE-CATALOG,NEG-MUT-DS-001-P-THEME-001
MOLIT-DS-001-P-THEME-002,"[""core"",""dataspace-offering"",""geo"",""network"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://www.w3.org/ns/dcat#theme,MUST,,,[],[],Violation,"[{""language"":""ko"",""text"":""dcat:theme에는 국토교통 주제 분류 IRI를 하나 이상 포함해야 한다.""}]","Change http://www.w3.org/ns/dcat#theme so the target satisfies every comparison, qualified-value, or logical component declared by https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DatasetShape.",MOLIT domain vocabulary 1.0.0-rc.1,Dataset.theme domestic minimum,TRAN·REGI만으로는 국토·주택·건설·도로·철도 등 국내 업무 분야를 구분할 수 없으므로 국토교통 세부 주제 IRI를 최소 한 개 요구한다.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DatasetShape,shacl/molit-core.ttl,shacl/molit-core.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DatasetShape:0008,POS-CORE-CORE-CATALOG,NEG-MUT-DS-001-P-THEME-002
MOLIT-DS-001-P-ACCESSRIGHTS-001,"[""core"",""dataspace-offering"",""geo"",""network"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://purl.org/dc/terms/accessRights,MUST,1,1,"[""http://www.w3.org/ns/shacl#IRI""]",[],Violation,"[{""language"":""ko"",""text"":""접근 권한은 dct:RightsStatement로 관리할 수 있는 IRI 하나여야 한다. 국내 발행 어휘 승인과 EU 교환 어휘 검사는 별도 정책으로 수행한다.""}]","Set http://purl.org/dc/terms/accessRights to between 1 and 1 value(s) on each target resource. Encode every http://purl.org/dc/terms/accessRights value with the required class, datatype, or node kind: http://www.w3.org/ns/shacl#IRI.",DCAT-AP 3.0.1 and MOLIT domestic publication policy,Dataset.accessRights,Core는 접근권한 IRI 한 개의 존재와 식별자 형태만 검사한다. 국내 승인 어휘가 확정되지 않았으므로 EU access-right 목록은 강제하지 않고 eu-controlled-audit에서 별도로 진단한다.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DatasetShape,shacl/molit-core.ttl,shacl/molit-core.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DatasetShape:0009,POS-CORE-CORE-CATALOG,NEG-MUT-DS-001-P-ACCESSRIGHTS-001
MOLIT-DS-001-P-ISSUED-001,"[""core"",""dataspace-offering"",""geo"",""network"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://purl.org/dc/terms/issued,MUST,,1,[],[],Violation,"[{""language"":""ko"",""text"":""발행일은 xsd:date 또는 xsd:dateTime이어야 한다.""}]",Reduce http://purl.org/dc/terms/issued to at most 1 value(s) on each target resource.,MOLIT DCAT-AP 1.0 core module,MOLIT-DS-001-P-ISSUED-001,Executable local constraint in shacl/molit-core.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DatasetShape,shacl/molit-core.ttl,shacl/molit-core.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DatasetShape:0010,POS-CORE-CORE-CATALOG,NEG-MUT-DS-001-P-ISSUED-001
MOLIT-DS-001-P-MODIFIED-001,"[""core"",""dataspace-offering"",""geo"",""network"",""observation"",""quality""]","[""http://www.w3.org/ns/dcat#Dataset""]",http://purl.org/dc/terms/modified,MUST,1,1,[],[],Violation,"[{""language"":""ko"",""text"":""수정일은 xsd:date 또는 xsd:dateTime 값 하나여야 한다.""}]",Set http://purl.org/dc/terms/modified to between 1 and 1 value(s) on each target resource.,MOLIT DCAT-AP 1.0 core module,MOLIT-DS-001-P-MODIFIED-001,Executable local constraint in shacl/molit-core.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DatasetShape,shacl/molit-core.ttl,shacl/molit-core.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DatasetShape:0011,POS-CORE-CORE-CATALOG,NEG-MUT-DS-001-P-MODIFIED-001
MOLIT-PROFILE-OFFER-001,"[""dataspace-offering""]","[""http://www.w3.org/ns/dcat#Catalog""]",,MUST,,,[],[],Violation,"[{""language"":""en"",""text"":""Catalog must declare the selected dataspace-offering release IRI as its MOLIT profile marker.""}]",Correct these constrained path(s) on the target: http://purl.org/dc/terms/conformsTo; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingCatalogProfileShape.,MOLIT DCAT-AP 1.0 dataspace offering profile module,MOLIT-PROFILE-OFFER-001,Executable local constraint in shacl/molit-dataspace-offering-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingCatalogProfileShape,shacl/molit-dataspace-offering-profile.ttl,shacl/molit-dataspace-offering-profile.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingCatalogProfileShape,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-PROFILE-OFFER-001-P-CONFORMSTO-001
MOLIT-PROFILE-OFFER-002,"[""dataspace-offering""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",,MUST,,,[],[],Violation,"[{""language"":""en"",""text"":""CatalogRecord must declare the selected dataspace-offering release IRI as its MOLIT profile marker.""}]",Correct these constrained path(s) on the target: http://purl.org/dc/terms/conformsTo; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingCatalogRecordProfileShape.,MOLIT DCAT-AP 1.0 dataspace offering profile module,MOLIT-PROFILE-OFFER-002,Executable local constraint in shacl/molit-dataspace-offering-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingCatalogRecordProfileShape,shacl/molit-dataspace-offering-profile.ttl,shacl/molit-dataspace-offering-profile.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingCatalogRecordProfileShape,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-PROFILE-OFFER-002-P-CONFORMSTO-001
MOLIT-PROFILE-OFFER-001-P-CONFORMSTO-001,"[""dataspace-offering""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://purl.org/dc/terms/conformsTo,MUST,,,[],"[""https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/dataspace-offering""]",Violation,"[{""language"":""en"",""text"":""Catalog must declare the selected dataspace-offering release IRI as its MOLIT profile marker.""}]",Ensure http://purl.org/dc/terms/conformsTo includes the required value(s): https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/dataspace-offering.,MOLIT DCAT-AP 1.0 dataspace offering profile module,MOLIT-PROFILE-OFFER-001-P-CONFORMSTO-001,Executable local constraint in shacl/molit-dataspace-offering-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingCatalogProfileShape,shacl/molit-dataspace-offering-profile.ttl,shacl/molit-dataspace-offering-profile.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingCatalogProfileShape:0001,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-PROFILE-OFFER-001-P-CONFORMSTO-001
MOLIT-PROFILE-OFFER-002-P-CONFORMSTO-001,"[""dataspace-offering""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",http://purl.org/dc/terms/conformsTo,MUST,,,[],"[""https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/dataspace-offering""]",Violation,"[{""language"":""en"",""text"":""CatalogRecord must declare the selected dataspace-offering release IRI as its MOLIT profile marker.""}]",Ensure http://purl.org/dc/terms/conformsTo includes the required value(s): https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/dataspace-offering.,MOLIT DCAT-AP 1.0 dataspace offering profile module,MOLIT-PROFILE-OFFER-002-P-CONFORMSTO-001,Executable local constraint in shacl/molit-dataspace-offering-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#DataspaceOfferingCatalogRecordProfileShape,shacl/molit-dataspace-offering-profile.ttl,shacl/molit-dataspace-offering-profile.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23DataspaceOfferingCatalogRecordProfileShape:0001,POS-DATASPACE-OFFERING-DATASPACE-OFFERING-CATALOG,NEG-MUT-PROFILE-OFFER-002-P-CONFORMSTO-001
MOLIT-GEO-PROFILE-001,"[""geo""]","[""http://www.w3.org/ns/dcat#Catalog""]",,MUST,,,[],[],Violation,"[{""language"":""ko"",""text"":""Geo 카탈로그에는 Geo subprofile release IRI만 metadata profile marker로 지정해야 한다.""}]",Correct these constrained path(s) on the target: http://purl.org/dc/terms/conformsTo; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#GeoCatalogProfileShape.,MOLIT DCAT-AP 1.0 geo profile module,MOLIT-GEO-PROFILE-001,Executable local constraint in shacl/molit-geo-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#GeoCatalogProfileShape,shacl/molit-geo-profile.ttl,shacl/molit-geo-profile.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23GeoCatalogProfileShape,POS-GEO-GEO-CATALOG,NEG-MUT-GEO-PROFILE-001-P-CONFORMSTO-001
MOLIT-GEO-PROFILE-002,"[""geo""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",,MUST,,,[],[],Violation,"[{""language"":""ko"",""text"":""Geo CatalogRecord에는 Geo subprofile release IRI만 metadata profile marker로 지정해야 한다.""}]",Correct these constrained path(s) on the target: http://purl.org/dc/terms/conformsTo; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#GeoCatalogRecordProfileShape.,MOLIT DCAT-AP 1.0 geo profile module,MOLIT-GEO-PROFILE-002,Executable local constraint in shacl/molit-geo-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#GeoCatalogRecordProfileShape,shacl/molit-geo-profile.ttl,shacl/molit-geo-profile.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23GeoCatalogRecordProfileShape,POS-GEO-GEO-CATALOG,NEG-MUT-GEO-PROFILE-002-P-CONFORMSTO-001
MOLIT-GEO-PROFILE-001-P-CONFORMSTO-001,"[""geo""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://purl.org/dc/terms/conformsTo,MUST,,,[],"[""https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/geo""]",Violation,"[{""language"":""ko"",""text"":""Geo 카탈로그에는 Geo subprofile release IRI만 metadata profile marker로 지정해야 한다.""}]",Ensure http://purl.org/dc/terms/conformsTo includes the required value(s): https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/geo.,MOLIT DCAT-AP 1.0 geo profile module,MOLIT-GEO-PROFILE-001-P-CONFORMSTO-001,Executable local constraint in shacl/molit-geo-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#GeoCatalogProfileShape,shacl/molit-geo-profile.ttl,shacl/molit-geo-profile.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23GeoCatalogProfileShape:0001,POS-GEO-GEO-CATALOG,NEG-MUT-GEO-PROFILE-001-P-CONFORMSTO-001
MOLIT-GEO-PROFILE-002-P-CONFORMSTO-001,"[""geo""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",http://purl.org/dc/terms/conformsTo,MUST,,,[],"[""https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/geo""]",Violation,"[{""language"":""ko"",""text"":""Geo CatalogRecord에는 Geo subprofile release IRI만 metadata profile marker로 지정해야 한다.""}]",Ensure http://purl.org/dc/terms/conformsTo includes the required value(s): https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/geo.,MOLIT DCAT-AP 1.0 geo profile module,MOLIT-GEO-PROFILE-002-P-CONFORMSTO-001,Executable local constraint in shacl/molit-geo-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#GeoCatalogRecordProfileShape,shacl/molit-geo-profile.ttl,shacl/molit-geo-profile.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23GeoCatalogRecordProfileShape:0001,POS-GEO-GEO-CATALOG,NEG-MUT-GEO-PROFILE-002-P-CONFORMSTO-001
MOLIT-PROFILE-NET-001,"[""network""]","[""http://www.w3.org/ns/dcat#Catalog""]",,MUST,,,[],[],Violation,"[{""language"":""en"",""text"":""Catalog must declare the selected network release IRI as its MOLIT profile marker.""}]",Correct these constrained path(s) on the target: http://purl.org/dc/terms/conformsTo; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkCatalogProfileShape.,MOLIT DCAT-AP 1.0 network profile module,MOLIT-PROFILE-NET-001,Executable local constraint in shacl/molit-network-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkCatalogProfileShape,shacl/molit-network-profile.ttl,shacl/molit-network-profile.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23NetworkCatalogProfileShape,POS-NETWORK-NETWORK-CATALOG,NEG-MUT-PROFILE-NET-001-P-CONFORMSTO-001
MOLIT-PROFILE-NET-002,"[""network""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",,MUST,,,[],[],Violation,"[{""language"":""en"",""text"":""CatalogRecord must declare the selected network release IRI as its MOLIT profile marker.""}]",Correct these constrained path(s) on the target: http://purl.org/dc/terms/conformsTo; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkCatalogRecordProfileShape.,MOLIT DCAT-AP 1.0 network profile module,MOLIT-PROFILE-NET-002,Executable local constraint in shacl/molit-network-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkCatalogRecordProfileShape,shacl/molit-network-profile.ttl,shacl/molit-network-profile.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23NetworkCatalogRecordProfileShape,POS-NETWORK-NETWORK-CATALOG,NEG-MUT-PROFILE-NET-002-P-CONFORMSTO-001
MOLIT-PROFILE-NET-001-P-CONFORMSTO-001,"[""network""]","[""http://www.w3.org/ns/dcat#Catalog""]",http://purl.org/dc/terms/conformsTo,MUST,,,[],"[""https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/network""]",Violation,"[{""language"":""en"",""text"":""Catalog must declare the selected network release IRI as its MOLIT profile marker.""}]",Ensure http://purl.org/dc/terms/conformsTo includes the required value(s): https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/network.,MOLIT DCAT-AP 1.0 network profile module,MOLIT-PROFILE-NET-001-P-CONFORMSTO-001,Executable local constraint in shacl/molit-network-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkCatalogProfileShape,shacl/molit-network-profile.ttl,shacl/molit-network-profile.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23NetworkCatalogProfileShape:0001,POS-NETWORK-NETWORK-CATALOG,NEG-MUT-PROFILE-NET-001-P-CONFORMSTO-001
MOLIT-PROFILE-NET-002-P-CONFORMSTO-001,"[""network""]","[""http://www.w3.org/ns/dcat#CatalogRecord""]",http://purl.org/dc/terms/conformsTo,MUST,,,[],"[""https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/network""]",Violation,"[{""language"":""en"",""text"":""CatalogRecord must declare the selected network release IRI as its MOLIT profile marker.""}]",Ensure http://purl.org/dc/terms/conformsTo includes the required value(s): https://data.molit.go.kr/profile/molit-dcat-ap/1.0.0-rc.1/network.,MOLIT DCAT-AP 1.0 network profile module,MOLIT-PROFILE-NET-002-P-CONFORMSTO-001,Executable local constraint in shacl/molit-network-profile.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkCatalogRecordProfileShape,shacl/molit-network-profile.ttl,shacl/molit-network-profile.ttl#property:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23NetworkCatalogRecordProfileShape:0001,POS-NETWORK-NETWORK-CATALOG,NEG-MUT-PROFILE-NET-002-P-CONFORMSTO-001
MOLIT-NET-001,"[""network""]","[""https://data.molit.go.kr/def/molit-dcat-ap#NetworkDataset""]",,MUST,,,[],[],Violation,"[{""language"":""ko"",""text"":""교통망 데이터셋에는 발급기관 범위를 보존한 망 참조가 하나 있어야 한다.""},{""language"":""ko"",""text"":""교통수단은 mobilityDCAT-AP Transport Mode 통제어 IRI를 사용해야 한다.""},{""language"":""ko"",""text"":""확장 유형과 함께 dcat:Dataset 유형을 명시해야 한다.""}]","Correct these constrained path(s) on the target: http://www.w3.org/1999/02/22-rdf-syntax-ns#type, https://data.molit.go.kr/def/molit-dcat-ap#networkReference, https://w3id.org/mobilitydcat-ap#transportMode; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkDatasetShape.",MOLIT DCAT-AP 1.0 network module,MOLIT-NET-001,Executable local constraint in shacl/molit-network.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkDatasetShape,shacl/molit-network.ttl,shacl/molit-network.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23NetworkDatasetShape,POS-NETWORK-NETWORK-CATALOG,NEG-MUT-NET-001-P-NETWORKREFERENCE-001
MOLIT-NET-REF-001,"[""network""]","[""https://data.molit.go.kr/def/molit-dcat-ap#NetworkReference""]",,MUST,,,[],[],Violation,"[{""language"":""ko"",""text"":""교통망 버전 하나가 필요하다.""},{""language"":""ko"",""text"":""교통망 식별자 하나가 필요하다.""},{""language"":""ko"",""text"":""교통망 식별자와 버전의 발급기관 IRI 하나가 필요하다.""},{""language"":""ko"",""text"":""망 요소 유형은 국토교통 망 요소 통제어 IRI여야 한다.""}]","Correct these constrained path(s) on the target: https://data.molit.go.kr/def/molit-dcat-ap#networkAuthority, https://data.molit.go.kr/def/molit-dcat-ap#networkElementType, https://data.molit.go.kr/def/molit-dcat-ap#networkIdentifier, https://data.molit.go.kr/def/molit-dcat-ap#networkVersion; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkReferenceShape.",MOLIT DCAT-AP 1.0 network module,MOLIT-NET-REF-001,Executable local constraint in shacl/molit-network.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkReferenceShape,shacl/molit-network.ttl,shacl/molit-network.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23NetworkReferenceShape,POS-NETWORK-NETWORK-CATALOG,NEG-MUT-NET-REF-001-P-NETWORKAUTHORITY-001
MOLIT-NET-002,"[""network""]",[],,MUST,,,[],[],Violation,"[{""language"":""ko"",""text"":""networkReference를 사용하는 자원은 molit:NetworkDataset 유형을 명시해야 한다.""}]",Correct these constrained path(s) on the target: http://www.w3.org/1999/02/22-rdf-syntax-ns#type; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkReferenceUseShape.,MOLIT DCAT-AP 1.0 network module,MOLIT-NET-002,Executable local constraint in shacl/molit-network.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkReferenceUseShape,shacl/molit-network.ttl,shacl/molit-network.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23NetworkReferenceUseShape,POS-NETWORK-NETWORK-CATALOG,NEG-MUT-NET-002-P-TYPE-001
MOLIT-NET-SNAPSHOT-001,"[""network""]","[""https://data.molit.go.kr/def/molit-dcat-ap#NetworkReference""]",,MUST,,,[],[],Violation,"[{""language"":""en"",""text"":""Network identifiers must use the profile's portable lexical form.""},{""language"":""en"",""text"":""Network versions must use the profile's portable lexical form.""},{""language"":""en"",""text"":""State one approved network snapshot lifecycle status.""},{""language"":""en"",""text"":""State one SHA-256 network snapshot checksum as a 64-digit xsd:hexBinary value.""},{""language"":""en"",""text"":""State the first date on which this network snapshot is valid.""},{""language"":""en"",""text"":""When known, state the last date on which this network snapshot is valid.""}]","Correct these constrained path(s) on the target: https://data.molit.go.kr/def/molit-dcat-ap#networkIdentifier, https://data.molit.go.kr/def/molit-dcat-ap#networkLifecycleStatus, https://data.molit.go.kr/def/molit-dcat-ap#networkSnapshotChecksum, https://data.molit.go.kr/def/molit-dcat-ap#networkValidFrom, https://data.molit.go.kr/def/molit-dcat-ap#networkValidUntil, https://data.molit.go.kr/def/molit-dcat-ap#networkVersion; then rerun shape https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkSnapshotIdentityShape.",MOLIT DCAT-AP 1.0 network module,MOLIT-NET-SNAPSHOT-001,Executable local constraint in shacl/molit-network.ttl; the source clause and fixture links are reviewed separately.,https://data.molit.go.kr/shape/molit-dcat-ap/1.0.0-rc.1#NetworkSnapshotIdentityShape,shacl/molit-network.ttl,shacl/molit-network.ttl#node-shape:https%3A%2F%2Fdata.molit.go.kr%2Fshape%2Fmolit-dcat-ap%2F1.0.0-rc.1%23NetworkSnapshotIdentityShape,POS-NETWORK-NETWORK-CATALOG,NEG-MUT-NET-SNAPSHOT-001-P-NETWORKIDENTIFIER-001
